날짜,시간대,따릉이대여건수,지하철승차인원,기온(°C),요일,요일명,주말여부,공휴일여부
2025-12-17,19-20,5176,303848.0,3.9,2,수,False,False
2025-12-17,20-21,4040,252099.0,3.3,2,수,False,False
2025-12-17,21-22,3637,244063.0,2.9,2,수,False,False
2025-12-17,22-23,2984,185774.0,2.2,2,수,False,False
2025-12-17,23-24,1953,81868.0,1.7,2,수,False,False
2025-12-18,06-07,2363,146166.0,-1.6,3,목,False,False
2025-12-18,07-08,5759,399496.0,-1.5,3,목,False,False
2025-12-18,08-09,9180,498542.0,-1.9,3,목,False,False
2025-12-18,09-10,4384,293237.0,-1.2,3,목,False,False
2025-12-18,10-11,2916,212223.0,1.5,3,목,False,False
2025-12-18,11-12,3416,212607.0,3.9,3,목,False,False
2025-12-18,12-13,3505,227292.0,5.0,3,목,False,False
2025-12-18,13-14,3668,237701.0,6.3,3,목,False,False
2025-12-18,14-15,3639,252895.0,8.4,3,목,False,False
2025-12-18,15-16,4131,294480.0,8.0,3,목,False,False
2025-12-18,16-17,5245,355020.0,7.7,3,목,False,False
2025-12-18,17-18,7091,490769.0,6.3,3,목,False,False
2025-12-18,18-19,8501,583325.0,5.0,3,목,False,False
2025-12-18,19-20,5221,308653.0,3.9,3,목,False,False
2025-12-18,20-21,4046,259743.0,2.8,3,목,False,False
2025-12-18,21-22,3773,257680.0,2.1,3,목,False,False
2025-12-18,22-23,3032,203106.0,1.6,3,목,False,False
2025-12-18,23-24,2036,92802.0,1.9,3,목,False,False
2025-12-19,06-07,2259,140692.0,-0.6,4,금,False,False
2025-12-19,07-08,5575,378934.0,-0.4,4,금,False,False
2025-12-19,08-09,8780,475101.0,0.7,4,금,False,False
2025-12-19,09-10,4241,286247.0,1.6,4,금,False,False
2025-12-19,10-11,3036,219151.0,2.5,4,금,False,False
2025-12-19,11-12,3543,226338.0,3.7,4,금,False,False
2025-12-19,12-13,3762,245011.0,5.7,4,금,False,False
2025-12-19,13-14,3999,260267.0,7.5,4,금,False,False
2025-12-19,14-15,4357,278088.0,8.6,4,금,False,False
2025-12-19,15-16,4889,324251.0,9.3,4,금,False,False
2025-12-19,16-17,5961,397093.0,9.9,4,금,False,False
2025-12-19,17-18,7893,539569.0,8.8,4,금,False,False
2025-12-19,18-19,8644,605764.0,7.7,4,금,False,False
2025-12-19,19-20,5159,314772.0,6.8,4,금,False,False
2025-12-19,20-21,3947,255305.0,6.7,4,금,False,False
2025-12-19,21-22,3673,258540.0,7.2,4,금,False,False
2025-12-19,22-23,3398,234873.0,7.2,4,금,False,False
2025-12-19,23-24,2511,128146.0,7.4,4,금,False,False
2025-12-20,06-07,768,60614.0,8.2,5,토,True,False
2025-12-20,07-08,1150,91023.0,8.4,5,토,True,False
2025-12-20,08-09,2076,154545.0,8.3,5,토,True,False
2025-12-20,09-10,2218,198120.0,8.6,5,토,True,False
2025-12-20,10-11,1865,224333.0,8.8,5,토,True,False
2025-12-20,11-12,2336,253489.0,9.0,5,토,True,False
2025-12-20,12-13,2069,282675.0,10.3,5,토,True,False
2025-12-20,13-14,2434,294115.0,10.7,5,토,True,False
2025-12-20,14-15,2132,311665.0,10.2,5,토,True,False
2025-12-20,15-16,1829,347408.0,9.5,5,토,True,False
2025-12-20,16-17,2780,383432.0,8.8,5,토,True,False
2025-12-20,17-18,3245,354558.0,8.6,5,토,True,False
2025-12-20,18-19,3078,275157.0,7.8,5,토,True,False
2025-12-20,19-20,2595,229407.0,7.0,5,토,True,False
2025-12-20,20-21,2284,228090.0,6.2,5,토,True,False
2025-12-20,21-22,2212,226015.0,4.9,5,토,True,False
2025-12-20,22-23,1859,185524.0,2.8,5,토,True,False
2025-12-20,23-24,1524,81160.0,1.8,5,토,True,False
2025-12-21,06-07,566,43771.0,-2.0,6,일,True,False
2025-12-21,07-08,862,60124.0,-2.4,6,일,True,False
2025-12-21,08-09,1539,106582.0,-2.7,6,일,True,False
2025-12-21,09-10,2032,151454.0,-2.9,6,일,True,False
2025-12-21,10-11,2324,178105.0,-2.2,6,일,True,False
2025-12-21,11-12,2517,190785.0,-0.8,6,일,True,False
2025-12-21,12-13,2766,219611.0,0.3,6,일,True,False
2025-12-21,13-14,3090,231681.0,0.7,6,일,True,False
2025-12-21,14-15,3237,239453.0,1.5,6,일,True,False
2025-12-21,15-16,3236,258584.0,2.0,6,일,True,False
2025-12-21,16-17,3363,278481.0,1.7,6,일,True,False
2025-12-21,17-18,3212,257652.0,0.5,6,일,True,False
2025-12-21,18-19,2587,219687.0,-0.5,6,일,True,False
2025-12-21,19-20,2216,184309.0,-1.0,6,일,True,False
2025-12-21,20-21,1915,180268.0,-1.6,6,일,True,False
2025-12-21,21-22,1896,156572.0,-1.5,6,일,True,False
2025-12-21,22-23,1564,110775.0,-2.0,6,일,True,False
2025-12-21,23-24,1062,42847.0,-2.9,6,일,True,False
2025-12-22,06-07,2123,148505.0,-5.2,0,월,False,False
2025-12-22,07-08,4964,396126.0,-5.7,0,월,False,False
2025-12-22,08-09,7957,482246.0,-5.7,0,월,False,False
2025-12-22,09-10,3703,280388.0,-4.6,0,월,False,False
2025-12-22,10-11,2505,203101.0,-1.6,0,월,False,False
2025-12-22,11-12,2902,204890.0,0.1,0,월,False,False
2025-12-22,12-13,2972,219925.0,1.7,0,월,False,False
2025-12-22,13-14,3215,231686.0,3.0,0,월,False,False
2025-12-22,14-15,3271,244835.0,4.0,0,월,False,False
2025-12-22,15-16,3643,282652.0,4.7,0,월,False,False
2025-12-22,16-17,4556,336124.0,5.0,0,월,False,False
2025-12-22,17-18,6498,474028.0,3.5,0,월,False,False
2025-12-22,18-19,8127,590744.0,2.0,0,월,False,False
2025-12-22,19-20,4838,306702.0,1.0,0,월,False,False
2025-12-22,20-21,3729,247732.0,0.4,0,월,False,False
2025-12-22,21-22,3403,229991.0,0.3,0,월,False,False
2025-12-22,22-23,2735,171517.0,0.3,0,월,False,False
2025-12-22,23-24,1804,75215.0,-0.3,0,월,False,False
2025-12-23,06-07,2364,144746.0,1.4,1,화,False,False
2025-12-23,07-08,5572,393692.0,1.7,1,화,False,False
2025-12-23,08-09,8939,486437.0,2.2,1,화,False,False
2025-12-23,09-10,4209,281161.0,2.6,1,화,False,False
2025-12-23,10-11,2807,206341.0,3.4,1,화,False,False
2025-12-23,11-12,2762,213231.0,4.0,1,화,False,False
2025-12-23,12-13,1372,227741.0,4.1,1,화,False,False
2025-12-23,13-14,570,235553.0,4.3,1,화,False,False
2025-12-23,14-15,279,248633.0,2.4,1,화,False,False
2025-12-23,15-16,232,283881.0,2.8,1,화,False,False
2025-12-23,16-17,326,339931.0,2.7,1,화,False,False
2025-12-23,17-18,414,475341.0,2.7,1,화,False,False
2025-12-23,18-19,448,584581.0,2.7,1,화,False,False
2025-12-23,19-20,358,307614.0,2.9,1,화,False,False
2025-12-23,20-21,278,251864.0,3.1,1,화,False,False
2025-12-23,21-22,520,244658.0,3.2,1,화,False,False
2025-12-23,22-23,1009,190819.0,3.4,1,화,False,False
2025-12-23,23-24,951,85799.0,3.6,1,화,False,False
2025-12-24,06-07,1743,137473.0,2.8,2,수,False,False
2025-12-24,07-08,3955,371136.0,2.7,2,수,False,False
2025-12-24,08-09,6561,460439.0,2.4,2,수,False,False
2025-12-24,09-10,3315,266871.0,2.5,2,수,False,False
2025-12-24,10-11,2453,201692.0,2.6,2,수,False,False
2025-12-24,11-12,2974,217427.0,3.4,2,수,False,False
2025-12-24,12-13,3244,241855.0,4.6,2,수,False,False
2025-12-24,13-14,3550,259957.0,5.1,2,수,False,False
2025-12-24,14-15,3893,276013.0,5.3,2,수,False,False
2025-12-24,15-16,4185,326700.0,5.9,2,수,False,False
2025-12-24,16-17,5188,398083.0,5.5,2,수,False,False
2025-12-24,17-18,6785,544948.0,4.2,2,수,False,False
2025-12-24,18-19,7408,632005.0,3.1,2,수,False,False
2025-12-24,19-20,4386,331444.0,2.2,2,수,False,False
2025-12-24,20-21,3148,248789.0,1.5,2,수,False,False
2025-12-24,21-22,2681,225046.0,0.7,2,수,False,False
2025-12-24,22-23,2222,181944.0,0.3,2,수,False,False
2025-12-24,23-24,1429,87038.0,-0.4,2,수,False,False
2025-12-25,06-07,579,45867.0,-2.8,3,목,False,True
2025-12-25,07-08,742,59239.0,-3.0,3,목,False,True
2025-12-25,08-09,1325,96219.0,-3.3,3,목,False,True
2025-12-25,09-10,1640,138022.0,-3.1,3,목,False,True
2025-12-25,10-11,1965,171419.0,-2.0,3,목,False,True
2025-12-25,11-12,1948,186222.0,-1.0,3,목,False,True
2025-12-25,12-13,2124,233645.0,-0.3,3,목,False,True
2025-12-25,13-14,2170,248767.0,-0.6,3,목,False,True
2025-12-25,14-15,2208,259272.0,-0.3,3,목,False,True
2025-12-25,15-16,2140,282010.0,-0.7,3,목,False,True
2025-12-25,16-17,2147,301580.0,-1.3,3,목,False,True
2025-12-25,17-18,2080,281953.0,-3.1,3,목,False,True
2025-12-25,18-19,1598,255239.0,-4.4,3,목,False,True
2025-12-25,19-20,1243,219590.0,-5.3,3,목,False,True
2025-12-25,20-21,1093,208696.0,-6.4,3,목,False,True
2025-12-25,21-22,1056,191152.0,-7.0,3,목,False,True
2025-12-25,22-23,946,143569.0,-7.8,3,목,False,True
2025-12-25,23-24,779,57107.0,-8.3,3,목,False,True
2025-12-26,06-07,1128,113028.0,-11.4,4,금,False,False
2025-12-26,07-08,2632,288607.0,-11.6,4,금,False,False
2025-12-26,08-09,4265,360577.0,-11.8,4,금,False,False
2025-12-26,09-10,2250,227900.0,-11.3,4,금,False,False
2025-12-26,10-11,1656,185645.0,-10.3,4,금,False,False
2025-12-26,11-12,1855,198200.0,-8.9,4,금,False,False
2025-12-26,12-13,2017,217580.0,-7.6,4,금,False,False
2025-12-26,13-14,2281,230337.0,-6.4,4,금,False,False
2025-12-26,14-15,2383,249264.0,-4.9,4,금,False,False
2025-12-26,15-16,2559,289289.0,-4.0,4,금,False,False
2025-12-26,16-17,3053,346089.0,-4.2,4,금,False,False
2025-12-26,17-18,3769,438909.0,-5.4,4,금,False,False
2025-12-26,18-19,4161,501404.0,-6.1,4,금,False,False
2025-12-26,19-20,2477,266197.0,-6.5,4,금,False,False
2025-12-26,20-21,1919,215399.0,-6.8,4,금,False,False
2025-12-26,21-22,1774,206354.0,-7.1,4,금,False,False
2025-12-26,22-23,1654,175370.0,-7.7,4,금,False,False
2025-12-26,23-24,1087,86262.0,-7.9,4,금,False,False
2025-12-27,06-07,562,54541.0,-6.7,5,토,True,False
2025-12-27,07-08,941,80434.0,-6.6,5,토,True,False
2025-12-27,08-09,1737,138492.0,-6.1,5,토,True,False
2025-12-27,09-10,2102,177703.0,-5.5,5,토,True,False
2025-12-27,10-11,2126,200057.0,-3.6,5,토,True,False
2025-12-27,11-12,2399,230483.0,-2.3,5,토,True,False
2025-12-27,12-13,2668,253123.0,-1.1,5,토,True,False
2025-12-27,13-14,2768,264320.0,-0.5,5,토,True,False
2025-12-27,14-15,2762,277671.0,-0.2,5,토,True,False
2025-12-27,15-16,2906,306862.0,0.4,5,토,True,False
2025-12-27,16-17,3155,341349.0,0.4,5,토,True,False
2025-12-27,17-18,3109,313165.0,0.3,5,토,True,False
2025-12-27,18-19,2663,250483.0,-0.3,5,토,True,False
2025-12-27,19-20,1970,205081.0,-0.4,5,토,True,False
2025-12-27,20-21,1855,208619.0,-0.7,5,토,True,False
2025-12-27,21-22,1858,200225.0,-0.7,5,토,True,False
2025-12-27,22-23,1634,157917.0,-0.4,5,토,True,False
2025-12-27,23-24,1338,69087.0,-0.2,5,토,True,False
2025-12-28,06-07,529,40961.0,0.5,6,일,True,False
2025-12-28,07-08,844,54855.0,0.5,6,일,True,False
2025-12-28,08-09,1451,96214.0,0.6,6,일,True,False
2025-12-28,09-10,1891,139678.0,1.0,6,일,True,False
2025-12-28,10-11,2165,162533.0,2.1,6,일,True,False
2025-12-28,11-12,2337,170867.0,3.0,6,일,True,False
2025-12-28,12-13,2885,202166.0,3.8,6,일,True,False
2025-12-28,13-14,2970,212059.0,4.5,6,일,True,False
2025-12-28,14-15,3148,216692.0,5.3,6,일,True,False
2025-12-28,15-16,3323,233729.0,5.8,6,일,True,False
2025-12-28,16-17,3576,253055.0,5.8,6,일,True,False
2025-12-28,17-18,3078,235020.0,5.5,6,일,True,False
2025-12-28,18-19,2579,197177.0,4.9,6,일,True,False
2025-12-28,19-20,1894,174008.0,4.4,6,일,True,False
2025-12-28,20-21,1243,164196.0,4.4,6,일,True,False
2025-12-28,21-22,1075,146017.0,4.3,6,일,True,False
2025-12-28,22-23,668,105909.0,4.3,6,일,True,False
2025-12-28,23-24,578,40969.0,5.1,6,일,True,False
2025-12-29,06-07,735,137077.0,3.9,0,월,False,False
2025-12-29,07-08,2874,362626.0,4.9,0,월,False,False
2025-12-29,08-09,5271,443182.0,5.1,0,월,False,False
2025-12-29,09-10,2782,262581.0,5.0,0,월,False,False
2025-12-29,10-11,2251,201391.0,6.1,0,월,False,False
2025-12-29,11-12,2753,207486.0,7.8,0,월,False,False
2025-12-29,12-13,3016,220801.0,8.6,0,월,False,False
2025-12-29,13-14,3324,232249.0,8.9,0,월,False,False
2025-12-29,14-15,3705,249370.0,9.0,0,월,False,False
2025-12-29,15-16,3866,286368.0,9.0,0,월,False,False
2025-12-29,16-17,4434,333289.0,8.2,0,월,False,False
2025-12-29,17-18,6176,453695.0,7.1,0,월,False,False
2025-12-29,18-19,7426,557871.0,5.8,0,월,False,False
2025-12-29,19-20,4419,292784.0,5.1,0,월,False,False
2025-12-29,20-21,3391,237738.0,4.0,0,월,False,False
2025-12-29,21-22,3029,221100.0,2.7,0,월,False,False
2025-12-29,22-23,2472,168294.0,1.5,0,월,False,False
2025-12-29,23-24,1585,76328.0,0.4,0,월,False,False
2025-12-30,06-07,1871,134249.0,-3.2,1,화,False,False
2025-12-30,07-08,4462,362679.0,-3.1,1,화,False,False
2025-12-30,08-09,7395,448221.0,-3.6,1,화,False,False
2025-12-30,09-10,3565,263152.0,-3.1,1,화,False,False
2025-12-30,10-11,2573,204244.0,-0.8,1,화,False,False
2025-12-30,11-12,2873,208851.0,0.3,1,화,False,False
2025-12-30,12-13,3017,224261.0,1.6,1,화,False,False
2025-12-30,13-14,3070,235802.0,2.5,1,화,False,False
2025-12-30,14-15,3179,253352.0,2.9,1,화,False,False
2025-12-30,15-16,3560,292390.0,3.4,1,화,False,False
2025-12-30,16-17,4281,341247.0,2.7,1,화,False,False
2025-12-30,17-18,5752,458895.0,1.7,1,화,False,False
2025-12-30,18-19,6816,556538.0,0.5,1,화,False,False
2025-12-30,19-20,3946,292211.0,-0.2,1,화,False,False
2025-12-30,20-21,3008,240701.0,-0.5,1,화,False,False
2025-12-30,21-22,2804,229334.0,-0.5,1,화,False,False
2025-12-30,22-23,2372,185627.0,-0.8,1,화,False,False
2025-12-30,23-24,1560,84879.0,-1.0,1,화,False,False
2025-12-31,06-07,1485,120922.0,-5.8,2,수,False,False
2025-12-31,07-08,3583,325949.0,-6.3,2,수,False,False
2025-12-31,08-09,5986,406790.0,-7.1,2,수,False,False
2025-12-31,09-10,2906,241350.0,-7.1,2,수,False,False
2025-12-31,10-11,2071,189213.0,-6.2,2,수,False,False
2025-12-31,11-12,2363,200792.0,-5.4,2,수,False,False
2025-12-31,12-13,2543,234134.0,-4.6,2,수,False,False
2025-12-31,13-14,2555,253254.0,-3.8,2,수,False,False
2025-12-31,14-15,2923,283891.0,-3.4,2,수,False,False
2025-12-31,15-16,3324,340016.0,-3.0,2,수,False,False
2025-12-31,16-17,3826,389270.0,-3.2,2,수,False,False
2025-12-31,17-18,4456,446250.0,-3.9,2,수,False,False
2025-12-31,18-19,4340,467896.0,-4.9,2,수,False,False
2025-12-31,19-20,2550,277837.0,-5.6,2,수,False,False
2025-12-31,20-21,1838,219089.0,-6.3,2,수,False,False
2025-12-31,21-22,1660,199140.0,-7.4,2,수,False,False
2025-12-31,22-23,1382,172502.0,-8.1,2,수,False,False
2025-12-31,23-24,1197,75000.0,-8.7,2,수,False,False
